State, Facility Name, Facility ID (ORISPL), Unit ID, Year, Facility Latitude, Facility Longitude, Owner, Operator
"VA","Southampton Power Station","10774","2","2015","36.6525","-76.9953","Virginia Electric & Power Company","Dominion Generation",
"VA","Southampton Power Station","10774","2","2016","36.6525","-76.9953","Virginia Electric & Power Company","Dominion Generation",
"VA","Spruance Genco, LLC","54081","BLR01A","2015","37.4556","-77.4308","Spruance Genco LLC","Spruance Genco LLC",
"VA","Spruance Genco, LLC","54081","BLR01A","2016","37.4556","-77.4308","Spruance Genco LLC","Spruance Genco LLC",
"VA","Spruance Genco, LLC","54081","BLR01B","2015","37.4556","-77.4308","Spruance Genco LLC","Spruance Genco LLC",
"VA","Spruance Genco, LLC","54081","BLR01B","2016","37.4556","-77.4308","Spruance Genco LLC","Spruance Genco LLC",
"VA","Spruance Genco, LLC","54081","BLR02A","2015","37.4556","-77.4308","Spruance Genco LLC","Spruance Genco LLC",
"VA","Spruance Genco, LLC","54081","BLR02A","2016","37.4556","-77.4308","Spruance Genco LLC","Spruance Genco LLC",
"VA","Spruance Genco, LLC","54081","BLR02B","2015","37.4556","-77.4308","Spruance Genco LLC","Spruance Genco LLC",
"VA","Spruance Genco, LLC","54081","BLR02B","2016","37.4556","-77.4308","Spruance Genco LLC","Spruance Genco LLC",
"VA","Spruance Genco, LLC","54081","BLR03A","2015","37.4556","-77.4308","Spruance Genco LLC","Spruance Genco LLC",
"VA","Spruance Genco, LLC","54081","BLR03A","2016","37.4556","-77.4308","Spruance Genco LLC","Spruance Genco LLC",
"VA","Spruance Genco, LLC","54081","BLR03B","2015","37.4556","-77.4308","Spruance Genco LLC","Spruance Genco LLC",
"VA","Spruance Genco, LLC","54081","BLR03B","2016","37.4556","-77.4308","Spruance Genco LLC","Spruance Genco LLC",
"VA","Spruance Genco, LLC","54081","BLR04A","2015","37.4556","-77.4308","Spruance Genco LLC","Spruance Genco LLC",
"VA","Spruance Genco, LLC","54081","BLR04A","2016","37.4556","-77.4308","Spruance Genco LLC","Spruance Genco LLC",
"VA","Spruance Genco, LLC","54081","BLR04B","2015","37.4556","-77.4308","Spruance Genco LLC","Spruance Genco LLC",
"VA","Spruance Genco, LLC","54081","BLR04B","2016","37.4556","-77.4308","Spruance Genco LLC","Spruance Genco LLC",
"VA","Tasley Energy Center","3785","TA10","2015","37.7061","-75.7031","Calpine Mid-Atlantic Generation, LLC","Calpine Operating Services Company, Inc.",
"VA","Tasley Energy Center","3785","TA10","2016","37.7061","-75.7031","Calpine Mid-Atlantic Generation, LLC","Calpine Operating Services Company, Inc.",
"VA","Tenaska Virginia Generating Station","55439","CTGDB1","2015","37.8667","-78.3813","Tenaska Virginia Partners, LP","Tenaska Virginia Partners, LP",
"VA","Tenaska Virginia Generating Station","55439","CTGDB1","2016","37.8667","-78.3813","Tenaska Virginia Partners, LP","Tenaska Virginia Partners, LP",
"VA","Tenaska Virginia Generating Station","55439","CTGDB2","2015","37.8667","-78.3813","Tenaska Virginia Partners, LP","Tenaska Virginia Partners, LP",
"VA","Tenaska Virginia Generating Station","55439","CTGDB2","2016","37.8667","-78.3813","Tenaska Virginia Partners, LP","Tenaska Virginia Partners, LP",
"VA","Tenaska Virginia Generating Station","55439","CTGDB3","2015","37.8667","-78.3813","Tenaska Virginia Partners, LP","Tenaska Virginia Partners, LP",
"VA","Tenaska Virginia Generating Station","55439","CTGDB3","2016","37.8667","-78.3813","Tenaska Virginia Partners, LP","Tenaska Virginia Partners, LP",
"VA","Virginia City Hybrid Energy Center","56808","1","2015","36.9161","-82.3381","Virginia Electric & Power Company","Dominion Generation",
"VA","Virginia City Hybrid Energy Center","56808","1","2016","36.9161","-82.3381","Virginia Electric & Power Company","Dominion Generation",
"VA","Virginia City Hybrid Energy Center","56808","2","2015","36.9161","-82.3381","Virginia Electric & Power Company","Dominion Generation",
"VA","Virginia City Hybrid Energy Center","56808","2","2016","36.9161","-82.3381","Virginia Electric & Power Company","Dominion Generation",
"VA","Warren County Power Station","55939","1A","2015","36.9698","-78.1785","Virginia Electric & Power Company","Dominion Generation",
"VA","Warren County Power Station","55939","1A","2016","36.9698","-78.1785","Virginia Electric & Power Company","Dominion Generation",
"VA","Warren County Power Station","55939","1B","2015","36.9698","-78.1785","Virginia Electric & Power Company","Dominion Generation",
"VA","Warren County Power Station","55939","1B","2016","36.9698","-78.1785","Virginia Electric & Power Company","Dominion Generation",
"VA","Warren County Power Station","55939","1C","2015","36.9698","-78.1785","Virginia Electric & Power Company","Dominion Generation",
"VA","Warren County Power Station","55939","1C","2016","36.9698","-78.1785","Virginia Electric & Power Company","Dominion Generation",
"VA","Wolf Hills Energy","55285","WH01","2015","36.6644","-82.1044","Wolf Hills Energy, LLC","Wolf Hills Energy, LLC",
"VA","Wolf Hills Energy","55285","WH01","2016","36.6644","-82.1044","Wolf Hills Energy, LLC","Wolf Hills Energy, LLC",
"VA","Wolf Hills Energy","55285","WH02","2015","36.6644","-82.1044","Wolf Hills Energy, LLC","Wolf Hills Energy, LLC",
"VA","Wolf Hills Energy","55285","WH02","2016","36.6644","-82.1044","Wolf Hills Energy, LLC","Wolf Hills Energy, LLC",
"VA","Wolf Hills Energy","55285","WH03","2015","36.6644","-82.1044","Wolf Hills Energy, LLC","Wolf Hills Energy, LLC",
"VA","Wolf Hills Energy","55285","WH03","2016","36.6644","-82.1044","Wolf Hills Energy, LLC","Wolf Hills Energy, LLC",
"VA","Wolf Hills Energy","55285","WH04","2015","36.6644","-82.1044","Wolf Hills Energy, LLC","Wolf Hills Energy, LLC",
"VA","Wolf Hills Energy","55285","WH04","2016","36.6644","-82.1044","Wolf Hills Energy, LLC","Wolf Hills Energy, LLC",
"VA","Wolf Hills Energy","55285","WH05","2015","36.6644","-82.1044","Wolf Hills Energy, LLC","Wolf Hills Energy, LLC",
"VA","Wolf Hills Energy","55285","WH05","2016","36.6644","-82.1044","Wolf Hills Energy, LLC","Wolf Hills Energy, LLC",
"VA","Wolf Hills Energy","55285","WH06","2015","36.6644","-82.1044","Wolf Hills Energy, LLC","Wolf Hills Energy, LLC",
"VA","Wolf Hills Energy","55285","WH06","2016","36.6644","-82.1044","Wolf Hills Energy, LLC","Wolf Hills Energy, LLC",
"VA","Wolf Hills Energy","55285","WH07","2015","36.6644","-82.1044","Wolf Hills Energy, LLC","Wolf Hills Energy, LLC",
"VA","Wolf Hills Energy","55285","WH07","2016","36.6644","-82.1044","Wolf Hills Energy, LLC","Wolf Hills Energy, LLC",
"VA","Wolf Hills Energy","55285","WH08","2015","36.6644","-82.1044","Wolf Hills Energy, LLC","Wolf Hills Energy, LLC",
"VA","Wolf Hills Energy","55285","WH08","2016","36.6644","-82.1044","Wolf Hills Energy, LLC","Wolf Hills Energy, LLC",
"VA","Wolf Hills Energy","55285","WH09","2015","36.6644","-82.1044","Wolf Hills Energy, LLC","Wolf Hills Energy, LLC",
"VA","Wolf Hills Energy","55285","WH09","2016","36.6644","-82.1044","Wolf Hills Energy, LLC","Wolf Hills Energy, LLC",
"VA","Wolf Hills Energy","55285","WH10","2015","36.6644","-82.1044","Wolf Hills Energy, LLC","Wolf Hills Energy, LLC",
"VA","Wolf Hills Energy","55285","WH10","2016","36.6644","-82.1044","Wolf Hills Energy, LLC","Wolf Hills Energy, LLC",
"VA","Yorktown Power Station","3809","1","2015","37.2144","-76.4611","Virginia Electric & Power Company","Dominion Generation",
"VA","Yorktown Power Station","3809","1","2016","37.2144","-76.4611","Virginia Electric & Power Company","Dominion Generation",
"VA","Yorktown Power Station","3809","2","2015","37.2144","-76.4611","Virginia Electric & Power Company","Dominion Generation",
"VA","Yorktown Power Station","3809","2","2016","37.2144","-76.4611","Virginia Electric & Power Company","Dominion Generation",
"VA","Yorktown Power Station","3809","3","2015","37.2144","-76.4611","Virginia Electric & Power Company","Dominion Generation",
"VA","Yorktown Power Station","3809","3","2016","37.2144","-76.4611","Virginia Electric & Power Company","Dominion Generation",
"VT","Berlin 5","3734","A","2015","44.2498","-72.6035","Green Mountain Power Corporation","Green Mountain Power Corporation",
"VT","Berlin 5","3734","A","2016","44.2498","-72.6035","Green Mountain Power Corporation","Green Mountain Power Corporation",
"VT","Berlin 5","3734","B","2015","44.2498","-72.6035","Green Mountain Power Corporation","Green Mountain Power Corporation",
"VT","Berlin 5","3734","B","2016","44.2498","-72.6035","Green Mountain Power Corporation","Green Mountain Power Corporation",
"VT","J C McNeil","589","1","2015","44.4917","-73.2081","Burlington Electric Department, Central Vermont Public Service Corporation, Green Mountain Power Corporation, Montaup Electric Company, VT Public Power Supply Authority","Burlington Electric Department",
"VT","J C McNeil","589","1","2016","44.4917","-73.2081","Burlington Electric Department, Central Vermont Public Service Corporation, Green Mountain Power Corporation, Montaup Electric Company, VT Public Power Supply Authority","Burlington Electric Department",
"VT","Penny Lane Gas Turbine ","3754","CT1","2015","44.4817","-73.2241","Burlington Electric Department","Burlington Electric Department",
"VT","Penny Lane Gas Turbine ","3754","CT1","2016","44.4817","-73.2241","Burlington Electric Department","Burlington Electric Department",
"VT","Penny Lane Gas Turbine ","3754","CT2","2015","44.4817","-73.2241","Burlington Electric Department","Burlington Electric Department",
"VT","Penny Lane Gas Turbine ","3754","CT2","2016","44.4817","-73.2241","Burlington Electric Department","Burlington Electric Department",
"VT","Ryegate Associates","51026","1","2015","44.2131","-72.0572",,,
"VT","Ryegate Associates","51026","1","2016","44.2131","-72.0572",,,
"WA","Centralia","3845","BW21","2015","46.7559","-122.8578","TransAlta","TransAlta",
"WA","Centralia","3845","BW21","2016","46.7559","-122.8578","TransAlta","TransAlta",
"WA","Centralia","3845","BW22","2015","46.7559","-122.8578","TransAlta","TransAlta",
"WA","Centralia","3845","BW22","2016","46.7559","-122.8578","TransAlta","TransAlta",
"WA","Chehalis Generation Facility","55662","CT1","2015","46.6226","-122.9145","Pacificorp Energy Generation","Pacificorp Energy Generation",
"WA","Chehalis Generation Facility","55662","CT1","2016","46.6226","-122.9145","Pacificorp Energy Generation","Pacificorp Energy Generation",
"WA","Chehalis Generation Facility","55662","CT2","2015","46.6226","-122.9145","Pacificorp Energy Generation","Pacificorp Energy Generation",
"WA","Chehalis Generation Facility","55662","CT2","2016","46.6226","-122.9145","Pacificorp Energy Generation","Pacificorp Energy Generation",
"WA","Encogen Generating Station","7870","CT1","2015","48.746","-122.486","Puget Sound Energy, Inc.","Puget Sound Energy, Inc.",
"WA","Encogen Generating Station","7870","CT1","2016","48.746","-122.486","Puget Sound Energy, Inc.","Puget Sound Energy, Inc.",
"WA","Encogen Generating Station","7870","CT2","2015","48.746","-122.486","Puget Sound Energy, Inc.","Puget Sound Energy, Inc.",
"WA","Encogen Generating Station","7870","CT2","2016","48.746","-122.486","Puget Sound Energy, Inc.","Puget Sound Energy, Inc.",
"WA","Encogen Generating Station","7870","CT3","2015","48.746","-122.486","Puget Sound Energy, Inc.","Puget Sound Energy, Inc.",
"WA","Encogen Generating Station","7870","CT3","2016","48.746","-122.486","Puget Sound Energy, Inc.","Puget Sound Energy, Inc.",
"WA","Ferndale Generating Station","54537","CT-1A","2015","48.8283","-122.6853","Puget Sound Energy, Inc.","NAES Corporation",
"WA","Ferndale Generating Station","54537","CT-1A","2016","48.8283","-122.6853","Puget Sound Energy, Inc.","NAES Corporation",
"WA","Ferndale Generating Station","54537","CT-1B","2015","48.8283","-122.6853","Puget Sound Energy, Inc.","NAES Corporation",
"WA","Ferndale Generating Station","54537","CT-1B","2016","48.8283","-122.6853","Puget Sound Energy, Inc.","NAES Corporation",
"WA","Frederickson Power LP","55818","F1CT","2015","47.0864","-122.3644","Puget Sound Energy, Inc.","Atlantic Power Services, LLC",
"WA","Frederickson Power LP","55818","F1CT","2016","47.0864","-122.3644","Puget Sound Energy, Inc.","Atlantic Power Services, LLC",
"WA","Fredonia Generating Station","607","CT3","2015","48.4553","-122.435","Puget Sound Energy, Inc.","Puget Sound Energy, Inc.",
"WA","Fredonia Generating Station","607","CT3","2016","48.4553","-122.435","Puget Sound Energy, Inc.","Puget Sound Energy, Inc.",
"WA","Fredonia Generating Station","607","CT4","2015","48.4553","-122.435","Puget Sound Energy, Inc.","Puget Sound Energy, Inc.",
"WA","Fredonia Generating Station","607","CT4","2016","48.4553","-122.435","Puget Sound Energy, Inc.","Puget Sound Energy, Inc.",
"WA","Goldendale Generating Station","55482","CT-1","2015","45.8114","-120.833","Puget Sound Energy, Inc.","Puget Sound Energy, Inc.",
"WA","Goldendale Generating Station","55482","CT-1","2016","45.8114","-120.833","Puget Sound Energy, Inc.","Puget Sound Energy, Inc.",
"WA","Grays Harbor Energy Center","7999","1","2015","46.9688","-123.48","Grays Harbor Energy, LLC","Grays Harbor Energy, LLC",
"WA","Grays Harbor Energy Center","7999","1","2016","46.9688","-123.48","Grays Harbor Energy, LLC","Grays Harbor Energy, LLC",
"WA","Grays Harbor Energy Center","7999","2","2015","46.9688","-123.48","Grays Harbor Energy, LLC","Grays Harbor Energy, LLC",
"WA","Grays Harbor Energy Center","7999","2","2016","46.9688","-123.48","Grays Harbor Energy, LLC","Grays Harbor Energy, LLC",
"WA","Mint Farm Generating Station","55700","CTG1","2015","46.1403","-122.9842","Puget Sound Energy, Inc.","Puget Sound Energy, Inc.",
"WA","Mint Farm Generating Station","55700","CTG1","2016","46.1403","-122.9842","Puget Sound Energy, Inc.","Puget Sound Energy, Inc.",
"WA","River Road","7605","1","2015","45.65","-122.7231","Clark Public Utilities","General Electric Contractual Services",
"WA","River Road","7605","1","2016","45.65","-122.7231","Clark Public Utilities","General Electric Contractual Services",
"WA","Sumas Generating Station","54476","CT-1","2015","48.9905","-122.2733","Puget Sound Energy, Inc.","Puget Sound Energy, Inc.",
"WA","Sumas Generating Station","54476","CT-1","2016","48.9905","-122.2733","Puget Sound Energy, Inc.","Puget Sound Energy, Inc.",
"WI","Bay Front","3982","1","2015","46.5869","-90.9017","Northern States Power (Xcel Energy)","Northern States Power (Xcel Energy)",
